class0,class1,class2,class3,class4,class5,class6,class7,class8,class9,class10,class11,class12,class13,class14,class15,class16,class17,class18,ID,fold,idx
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,eca02a3c-bbb1-11e8-b2ba-ac1f6b6435d0,3,9
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ed48c3e0-bbb1-11e8-b2ba-ac1f6b6435d0,0,17
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecfed10e-bbb1-11e8-b2ba-ac1f6b6435d0,2,13
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,edb6acca-bbb1-11e8-b2ba-ac1f6b6435d0,4,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ef183296-bbb1-11e8-b2ba-ac1f6b6435d0,2,39
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ec7a8296-bbb1-11e8-b2ba-ac1f6b6435d0,4,16
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ef303c24-bbb1-11e8-b2ba-ac1f6b6435d0,3,26
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f01389d4-bbb1-11e8-b2ba-ac1f6b6435d0,2,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,f0e29e2c-bbb1-11e8-b2ba-ac1f6b6435d0,0,32
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,f12d6286-bbb1-11e8-b2ba-ac1f6b6435d0,0,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,f1b7f07c-bbb1-11e8-b2ba-ac1f6b6435d0,3,24
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,f131d406-bbb1-11e8-b2ba-ac1f6b6435d0,4,34
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,f51acc08-bbb1-11e8-b2ba-ac1f6b6435d0,1,16
1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,f4497194-bbb1-11e8-b2ba-ac1f6b6435d0,3,16
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f4f67182-bbb1-11e8-b2ba-ac1f6b6435d0,2,75
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f310e258-bbb1-11e8-b2ba-ac1f6b6435d0,2,41
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,f4095bf4-bbb1-11e8-b2ba-ac1f6b6435d0,4,24
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,f3df8c3e-bbb1-11e8-b2ba-ac1f6b6435d0,1,17
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,f47686fc-bbb1-11e8-b2ba-ac1f6b6435d0,4,16
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f52829de-bbb1-11e8-b2ba-ac1f6b6435d0,1,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,f49e56b4-bbb1-11e8-b2ba-ac1f6b6435d0,1,9
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f7ef3f9a-bbb1-11e8-b2ba-ac1f6b6435d0,0,32
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,f7a1ccce-bbb1-11e8-b2ba-ac1f6b6435d0,2,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,f7913530-bbb1-11e8-b2ba-ac1f6b6435d0,0,50
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,f6a55962-bbb1-11e8-b2ba-ac1f6b6435d0,3,35
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,f7f26288-bbb1-11e8-b2ba-ac1f6b6435d0,1,8
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,f88de6fe-bbb1-11e8-b2ba-ac1f6b6435d0,4,10
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,f86dbe42-bbb1-11e8-b2ba-ac1f6b6435d0,2,14
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,f969fbbc-bbb1-11e8-b2ba-ac1f6b6435d0,3,25
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,fa276008-bbb1-11e8-b2ba-ac1f6b6435d0,4,13
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fa5bb092-bbb1-11e8-b2ba-ac1f6b6435d0,2,24
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fa8b0e78-bbb1-11e8-b2ba-ac1f6b6435d0,3,20
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ff23f724-bbb1-11e8-b2ba-ac1f6b6435d0,0,43
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fcff72fc-bbb1-11e8-b2ba-ac1f6b6435d0,2,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,fcdc8ca6-bbb1-11e8-b2ba-ac1f6b6435d0,1,21
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00c76b88-bbb2-11e8-b2ba-ac1f6b6435d0,0,34
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fe22e54c-bbb1-11e8-b2ba-ac1f6b6435d0,3,8
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fe4a0636-bbb1-11e8-b2ba-ac1f6b6435d0,2,13
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,fddb9084-bbb1-11e8-b2ba-ac1f6b6435d0,3,16
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ff845e48-bbb1-11e8-b2ba-ac1f6b6435d0,3,33
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ff0f7b8c-bbb1-11e8-b2ba-ac1f6b6435d0,4,13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fe89d1bc-bbb1-11e8-b2ba-ac1f6b6435d0,0,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01b99e6c-bbb2-11e8-b2ba-ac1f6b6435d0,4,27
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00b580c6-bbb2-11e8-b2ba-ac1f6b6435d0,1,40
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00301238-bbb2-11e8-b2ba-ac1f6b6435d0,1,22
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,00ed4394-bbb2-11e8-b2ba-ac1f6b6435d0,1,71
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,02c5ae5e-bbb2-11e8-b2ba-ac1f6b6435d0,2,22
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,00a71d92-bbb2-11e8-b2ba-ac1f6b6435d0,1,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,03114a8a-bbb2-11e8-b2ba-ac1f6b6435d0,4,35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,01b79b30-bbb2-11e8-b2ba-ac1f6b6435d0,0,17
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,03833668-bbb2-11e8-b2ba-ac1f6b6435d0,0,17
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03561dea-bbb2-11e8-b2ba-ac1f6b6435d0,3,22
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03451a40-bbb2-11e8-b2ba-ac1f6b6435d0,2,17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,057ccfb0-bbb2-11e8-b2ba-ac1f6b6435d0,2,18
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,08943b34-bbb2-11e8-b2ba-ac1f6b6435d0,0,9
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0a7e47d2-bbb2-11e8-b2ba-ac1f6b6435d0,2,19
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0a52fde8-bbb2-11e8-b2ba-ac1f6b6435d0,2,11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0aefd7b2-bbb2-11e8-b2ba-ac1f6b6435d0,1,24
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0b3999ce-bbb2-11e8-b2ba-ac1f6b6435d0,2,23
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0dcfbdf8-bbb2-11e8-b2ba-ac1f6b6435d0,3,25
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0d3d7f56-bbb2-11e8-b2ba-ac1f6b6435d0,1,18
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0d4d523c-bbb2-11e8-b2ba-ac1f6b6435d0,4,10
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0eabdeb4-bbb2-11e8-b2ba-ac1f6b6435d0,0,49
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0de17b6a-bbb2-11e8-b2ba-ac1f6b6435d0,3,12
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0f9dbdb0-bbb2-11e8-b2ba-ac1f6b6435d0,1,32
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0fd44588-bbb2-11e8-b2ba-ac1f6b6435d0,3,35
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0f260ff4-bbb2-11e8-b2ba-ac1f6b6435d0,2,12
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1094cd94-bbb2-11e8-b2ba-ac1f6b6435d0,4,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0ed058de-bbb2-11e8-b2ba-ac1f6b6435d0,1,18
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10fd4464-bbb2-11e8-b2ba-ac1f6b6435d0,2,20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11e8f2a6-bbb2-11e8-b2ba-ac1f6b6435d0,4,16
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12c51ab0-bbb2-11e8-b2ba-ac1f6b6435d0,3,29
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,11f07760-bbb2-11e8-b2ba-ac1f6b6435d0,4,14
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13094e1a-bbb2-11e8-b2ba-ac1f6b6435d0,4,13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1335f5be-bbb2-11e8-b2ba-ac1f6b6435d0,3,6
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,150817dc-bbb2-11e8-b2ba-ac1f6b6435d0,2,9
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,141aaeca-bbb2-11e8-b2ba-ac1f6b6435d0,4,9
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1448ed80-bbb2-11e8-b2ba-ac1f6b6435d0,0,31
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15d18bb2-bbb2-11e8-b2ba-ac1f6b6435d0,2,24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16104cb2-bbb2-11e8-b2ba-ac1f6b6435d0,3,25
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,161ad560-bbb2-11e8-b2ba-ac1f6b6435d0,3,20
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1806f94e-bbb2-11e8-b2ba-ac1f6b6435d0,3,20
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18ae6efe-bbb2-11e8-b2ba-ac1f6b6435d0,1,20
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17575f98-bbb2-11e8-b2ba-ac1f6b6435d0,3,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19c13f7e-bbb2-11e8-b2ba-ac1f6b6435d0,2,24
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19b357ba-bbb2-11e8-b2ba-ac1f6b6435d0,1,57
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1a4b9868-bbb2-11e8-b2ba-ac1f6b6435d0,4,12
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1ac0c25a-bbb2-11e8-b2ba-ac1f6b6435d0,1,49
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19c1baa8-bbb2-11e8-b2ba-ac1f6b6435d0,4,21
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1a3a6958-bbb2-11e8-b2ba-ac1f6b6435d0,3,14
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1b2170aa-bbb2-11e8-b2ba-ac1f6b6435d0,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1c309a52-bbb2-11e8-b2ba-ac1f6b6435d0,1,20
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1c5b819a-bbb2-11e8-b2ba-ac1f6b6435d0,2,20
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1c151944-bbb2-11e8-b2ba-ac1f6b6435d0,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1fbd1a24-bbb2-11e8-b2ba-ac1f6b6435d0,4,39
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1f1dcd84-bbb2-11e8-b2ba-ac1f6b6435d0,1,27
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205eab46-bbb2-11e8-b2ba-ac1f6b6435d0,1,48
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21326f30-bbb2-11e8-b2ba-ac1f6b6435d0,0,22
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21a0a374-bbb2-11e8-b2ba-ac1f6b6435d0,2,56
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1fc5406e-bbb2-11e8-b2ba-ac1f6b6435d0,2,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21917516-bbb2-11e8-b2ba-ac1f6b6435d0,0,12
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,220598d8-bbb2-11e8-b2ba-ac1f6b6435d0,2,13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220adaaa-bbb2-11e8-b2ba-ac1f6b6435d0,4,16
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21d73eb6-bbb2-11e8-b2ba-ac1f6b6435d0,3,25
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22b246b4-bbb2-11e8-b2ba-ac1f6b6435d0,2,17
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23a4ec7a-bbb2-11e8-b2ba-ac1f6b6435d0,1,18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25e8577e-bbb2-11e8-b2ba-ac1f6b6435d0,1,36
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2602fae8-bbb2-11e8-b2ba-ac1f6b6435d0,4,17
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25c03f14-bbb2-11e8-b2ba-ac1f6b6435d0,0,7
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,259ab000-bbb2-11e8-b2ba-ac1f6b6435d0,0,12
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,281899b4-bbb2-11e8-b2ba-ac1f6b6435d0,2,17
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27cbb1b2-bbb2-11e8-b2ba-ac1f6b6435d0,2,39
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29cf7214-bbb2-11e8-b2ba-ac1f6b6435d0,3,23
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2b2ce1c8-bbb2-11e8-b2ba-ac1f6b6435d0,3,23
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2aa45830-bbb2-11e8-b2ba-ac1f6b6435d0,4,22
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2b1295a2-bbb2-11e8-b2ba-ac1f6b6435d0,1,23
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2c71ccce-bbb2-11e8-b2ba-ac1f6b6435d0,4,18
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2b84f3a4-bbb2-11e8-b2ba-ac1f6b6435d0,4,8
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2c10ca64-bbb2-11e8-b2ba-ac1f6b6435d0,1,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2ecab68e-bbb2-11e8-b2ba-ac1f6b6435d0,2,48
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2cf8a870-bbb2-11e8-b2ba-ac1f6b6435d0,3,22
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2daa9b3e-bbb2-11e8-b2ba-ac1f6b6435d0,1,13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e654984-bbb2-11e8-b2ba-ac1f6b6435d0,4,19
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2e939988-bbb2-11e8-b2ba-ac1f6b6435d0,1,22
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e102788-bbb2-11e8-b2ba-ac1f6b6435d0,4,22
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2fe86dd6-bbb2-11e8-b2ba-ac1f6b6435d0,1,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30c298a8-bbb2-11e8-b2ba-ac1f6b6435d0,2,19
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31c96042-bbb2-11e8-b2ba-ac1f6b6435d0,2,17
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3411a224-bbb2-11e8-b2ba-ac1f6b6435d0,4,27
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,353c09fa-bbb2-11e8-b2ba-ac1f6b6435d0,1,26
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,33c54b86-bbb2-11e8-b2ba-ac1f6b6435d0,0,14
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345bf9c8-bbb2-11e8-b2ba-ac1f6b6435d0,4,9
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,372922f2-bbb2-11e8-b2ba-ac1f6b6435d0,4,35
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35244b44-bbb2-11e8-b2ba-ac1f6b6435d0,3,39
0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3515f378-bbb2-11e8-b2ba-ac1f6b6435d0,1,11
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3441eab0-bbb2-11e8-b2ba-ac1f6b6435d0,1,9
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354de4b8-bbb2-11e8-b2ba-ac1f6b6435d0,4,17
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3690550e-bbb2-11e8-b2ba-ac1f6b6435d0,1,31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3c51d13e-bbb2-11e8-b2ba-ac1f6b6435d0,0,77
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36d58d5e-bbb2-11e8-b2ba-ac1f6b6435d0,0,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37efbd72-bbb2-11e8-b2ba-ac1f6b6435d0,3,19
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38745942-bbb2-11e8-b2ba-ac1f6b6435d0,2,17
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375b6b5e-bbb2-11e8-b2ba-ac1f6b6435d0,4,10
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37cf8638-bbb2-11e8-b2ba-ac1f6b6435d0,0,51
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3774b00a-bbb2-11e8-b2ba-ac1f6b6435d0,3,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3aef9c18-bbb2-11e8-b2ba-ac1f6b6435d0,1,19
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3c1f58e4-bbb2-11e8-b2ba-ac1f6b6435d0,4,10
1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3f18984e-bbb2-11e8-b2ba-ac1f6b6435d0,0,15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3dc40e6a-bbb2-11e8-b2ba-ac1f6b6435d0,3,13
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3feda49e-bbb2-11e8-b2ba-ac1f6b6435d0,0,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3f3186e2-bbb2-11e8-b2ba-ac1f6b6435d0,1,66
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3edfc03c-bbb2-11e8-b2ba-ac1f6b6435d0,4,18
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3f36762a-bbb2-11e8-b2ba-ac1f6b6435d0,2,7
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3fd03ddc-bbb2-11e8-b2ba-ac1f6b6435d0,4,15
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,40607c3a-bbb2-11e8-b2ba-ac1f6b6435d0,1,17
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40261900-bbb2-11e8-b2ba-ac1f6b6435d0,3,16
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41437440-bbb2-11e8-b2ba-ac1f6b6435d0,3,28
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3f903a34-bbb2-11e8-b2ba-ac1f6b6435d0,2,8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4189cd28-bbb2-11e8-b2ba-ac1f6b6435d0,1,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,420dbd86-bbb2-11e8-b2ba-ac1f6b6435d0,2,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,41682592-bbb2-11e8-b2ba-ac1f6b6435d0,0,18
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42a0cebe-bbb2-11e8-b2ba-ac1f6b6435d0,3,21
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42ea07dc-bbb2-11e8-b2ba-ac1f6b6435d0,2,24
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4443cf0a-bbb2-11e8-b2ba-ac1f6b6435d0,1,12
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46f39244-bbb2-11e8-b2ba-ac1f6b6435d0,1,27
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45c794ce-bbb2-11e8-b2ba-ac1f6b6435d0,1,29
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46b5e926-bbb2-11e8-b2ba-ac1f6b6435d0,3,26
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45aa932e-bbb2-11e8-b2ba-ac1f6b6435d0,2,12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47ddded0-bbb2-11e8-b2ba-ac1f6b6435d0,0,18
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48457914-bbb2-11e8-b2ba-ac1f6b6435d0,0,12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4833624c-bbb2-11e8-b2ba-ac1f6b6435d0,3,11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4885c74e-bbb2-11e8-b2ba-ac1f6b6435d0,0,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4bcdc3f2-bbb2-11e8-b2ba-ac1f6b6435d0,4,17
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,481a081a-bbb2-11e8-b2ba-ac1f6b6435d0,2,14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5052a0c8-bbb2-11e8-b2ba-ac1f6b6435d0,2,59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,498b89b2-bbb2-11e8-b2ba-ac1f6b6435d0,3,11
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4b609016-bbb2-11e8-b2ba-ac1f6b6435d0,2,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4b4d6ba8-bbb2-11e8-b2ba-ac1f6b6435d0,1,19
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4a8f1388-bbb2-11e8-b2ba-ac1f6b6435d0,2,13
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4a9d41a6-bbb2-11e8-b2ba-ac1f6b6435d0,2,17
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,518267d0-bbb2-11e8-b2ba-ac1f6b6435d0,2,60
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4cc89dc2-bbb2-11e8-b2ba-ac1f6b6435d0,3,17
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4bddbc1c-bbb2-11e8-b2ba-ac1f6b6435d0,2,5
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4e8f803a-bbb2-11e8-b2ba-ac1f6b6435d0,1,14
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5289a3b4-bbb2-11e8-b2ba-ac1f6b6435d0,1,26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4de8f0da-bbb2-11e8-b2ba-ac1f6b6435d0,4,16
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4fa0dc44-bbb2-11e8-b2ba-ac1f6b6435d0,0,13
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50026d56-bbb2-11e8-b2ba-ac1f6b6435d0,1,18
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50add092-bbb2-11e8-b2ba-ac1f6b6435d0,4,17
